,,¶º°³¶º,Toymong tv ÅäÀÌ¸ùTV,¶Çº¿ V (Tobot V),TV-People,SonicToy¼Ò´ÐÅäÀÌ,ibighit,VIVA DANCE STUDIO,Boram Tube ToysReview [º¸¶÷Æ©ºê ÅäÀÌ¸®ºä],Äá¼øÀÌ?½ÃÅ©¸´ ÁêÁê (Kongsuni?Secret Jouju),ssin ¾À´Ô,SBS Drama,With Kids[À§µåÅ°Áî],MBCdrama,GOT7,Maangchi,FRAN,RISABAE,ASMR PPOMO,½´±â´Ô,ÅÂ°æ TV,SMTOWN,JTBC Entertainment,Travel Thirsty,MariAndFriends,Boram Tube [º¸¶÷Æ©ºê],KBSEntertain,JAY PARK,[ÅäÀÌÇªµù] ToyPudding TV,STUDIO ONSTYLE,BANGTANTV,MariAndToys,Ä³¸®TV CarrieTV,BLACKPINK,GIRLS' GENERATION,MariAndKids,Ã¢Çö°Å¸®³ë·¡¹æ ½öÄ«ÆäKPOP COVER STREET KARAOKE,»Ç·Î·Î(Pororo),ALL THE K-POP,¾Ç¾î À¯Æ©ºê,PONY Syndrome,M2,¼­ÀºÀÌ¾ß±â[SeoeunStory],[Dorothy]µµ·Î½Ã,iKON,starshipTV,¾ç¼öºó,¿Í½ç¸Ç-Wassup Man,¾ç¶ò À¯Æ©ºê,¹êÂê,4Minute Æ÷¹Ì´Ö(Official YouTube Channel),Stone Music Entertainment,jypentertainment,WINNER,Mnet K-POP,ToyMart TV,²ÚTV(Kkuk TV),GOD-TUK,SBSNOW,[Awesome Haeun]¾î½æÇÏÀº,ÇìÀÌÁö´Ï Hey Jini,MBCkpop,KBSKpop,Àç³Í,Mnet Official,³ªµµNado,SEVENTEEN,¿µ±¹³²ÀÚ Korean Englishman,Àá¶ã TV,µð¹ÙÁ¦½ÃÄ«DeevaJessica,°ø´ë»ý º¯½ÂÁÖ,µµÆ¼ TV,DramaKBS,MBCentertainment,ÇÃ·¹ÀÌ¸®½ºÆ®,Sungha Jung,JTBC Drama,JFlaMusic,Å©¸²È÷¾î·ÎÁî,waveya 2011,SBS Entertainment,2NE1,woolliment,TOY GUMA,Åð°æ¾Æ ¾à¸ÔÀÚ,The World of Daveµ¥ÀÌºê,ÇÎÅ©Æþ (ÀÎ±â µ¿¿ä?µ¿È­),Robocar POLI TV,officialpsy,µù°í ¹ÂÁ÷ / dingo music,º¸°â TV,²ÜÅ°honeykki,1MILLION Dance Studio,1theK (¿ø´õÄÉÀÌ),BEAST ºñ½ºÆ® (Official YouTube Channel),ToyFamily,EBSKids (EBS À¯¾Æ),Lime Tube[¶óÀÓÆ©ºê],lamuqe,TWICE,BIGBANG
2019-01-11 15:34,220,108206,222383,179544,144387,210324,1503466,23506,1184377,439636,21073,208352,217993,237432,45945,33382,97428,8850,36643,84604,217756,1052721,375645,181741,180206,208734,220065,28282,807338,23240,211377,143699,76048,1086283,143,170500,104839,210011,178932,59396,11076,242879,177564,142433,316780,130586,47997,23797,51958,36139,25451,386917,560238,113239,598612,276519,81937,39746,223311,46497,131340,304955,130982,48290,347541,40076,87236,79088,216420,58765,78027,209523,239901,596995,94104,26464,256456,174209,157401,37357,125658,34879,15147,131890,24799,24740,664515,214168,121632,47526,345041,10879,318180,1266960,10593,59302,261681,274794,14744,42831,205632
2019-01-11 18:34,221,142591,257066,205605,156912,245194,1366639,25280,1413528,440393,24487,178300,205867,254034,43834,37542,105209,12458,39256,96164,270642,1070413,424239,194239,194928,263191,290968,25311,904702,30275,231039,155012,87150,1268924,91,154507,131646,182579,193241,82471,15734,283276,179584,211875,377641,121613,63997,36188,79239,43570,22528,474104,556335,139947,648819,219639,92416,53468,293574,64165,134596,332422,142435,63566,417773,63829,92037,103000,266368,72766,110989,257290,239026,706630,109841,29241,284553,278788,138267,32787,124411,36929,16647,129493,31963,30577,582483,202241,113650,57876,333448,12852,337834,1362151,13501,44695,228873,245353,15103,49860,237506
2019-01-11 21:34,222,151946,227137,219808,166496,230819,1085680,25123,1211249,391254,23663,176366,174437,310624,39007,38270,142522,13281,41130,88748,234286,934903,431844,188478,175073,227728,300167,21344,811633,30047,198743,149572,92492,1182867,160,141897,131186,209162,194234,96660,17091,277426,169984,220383,328667,135425,91306,68495,93531,52238,18135,490712,503036,122333,616618,175525,89566,73137,292616,65488,146104,334879,201108,55228,433404,87633,84997,91897,283129,78674,101385,227852,286333,740561,91484,28422,294105,270825,145482,31805,125829,33326,16004,93416,29070,28302,424459,184321,98325,58873,225879,15023,302245,1231373,11977,48261,249261,211051,13620,45007,215315
2019-01-12 0:35,223,293361,457639,413844,219481,377391,1368715,35683,1827866,845691,27019,245233,339790,442114,57293,49329,206402,49012,43461,122653,385252,1288455,561014,294871,344688,372473,407484,28247,1278926,38852,278842,234193,237268,1920680,168,225279,198092,490525,284190,140132,21740,375892,442781,347695,511213,155064,173412,190576,107637,85782,25476,681570,769214,178508,851555,358557,143237,99244,416596,106567,376938,465007,386408,65354,622028,160919,123137,123263,404066,100031,138377,372536,403088,1010611,113620,39354,456668,372768,206498,37622,163123,48347,21485,170008,45231,35276,807721,329919,169610,78642,257718,24401,454990,1919596,17105,76248,612775,441138,17968,91922,307136
2019-01-12 3:34,224,137693,277608,225514,118016,226180,536117,21887,847766,578634,10660,140924,202098,238774,28903,21429,132817,22114,22193,79379,163463,688266,276407,198522,190858,191425,221001,16624,756733,16922,155329,144480,147730,896966,111,191494,102120,248462,159242,62151,9844,169136,268943,185785,180659,90546,67613,82350,41451,47416,10525,286348,394981,79739,440575,250325,72620,55948,206122,59012,198767,236006,228430,29886,338050,65976,46630,73980,199206,45083,64734,209125,228760,461412,54824,20770,202096,206591,96137,20622,85074,18257,8704,99957,28535,17621,527572,209123,114044,38431,197494,14395,241310,1121527,8947,54549,362274,312228,11182,45167,139920
2019-01-12 6:34,225,420269,426807,399435,289298,543188,1342664,51648,1522744,756557,31155,355208,438309,479397,61482,53923,289650,123129,97769,159390,210889,1683116,674972,492935,326853,506383,480906,38718,1680403,35060,356652,271841,188249,2319908,212,251948,244705,309580,332493,89381,28481,498702,420515,430220,574712,178750,247573,108680,83376,109142,40932,703015,935857,188788,941781,482098,116549,90553,480269,118314,299867,565635,518540,47207,863915,118418,160864,121837,218273,72135,111172,251938,534192,1074118,75222,53835,584369,364174,214066,63249,190550,70457,25999,209073,63119,42904,797039,-501486,264603,97579,328474,29748,710061,2064250,17522,97201,541912,-8993166,24450,68942,349973
2019-01-12 9:34,226,364559,297152,231121,318267,669210,2629501,56457,653057,683498,30578,464127,262649,493884,67667,59700,312407,68112,124565,142207,58336,1746018,621895,596076,205133,306633,338023,39262,1742087,26374,453687,234244,75518,1596668,264,362011,190792,114183,333168,59723,32830,432415,320485,521357,413697,248604,165282,123724,55662,105223,51752,588582,875956,165836,937533,609774,34880,69119,336548,96301,171010,522839,401502,29777,797518,149234,123817,111629,77998,68133,64914,70556,482527,1050253,102508,51267,887995,310066,173135,74132,251297,64447,24378,343609,47427,46328,879591,305299,288739,74633,231483,29006,771156,2174474,15238,88558,286530,420089,18928,91937,385975
2019-01-12 12:34,227,87158,116722,84593,127667,200643,1097660,21349,142726,368595,6596,166187,130671,184405,24987,29537,82321,15187,45055,35512,26902,877717,243906,247257,82570,144804,128046,23131,616133,9895,206448,100379,25972,791802,111,145490,58403,57710,134919,19614,10161,155672,148215,119020,195682,107476,58022,28972,14437,26729,29526,254687,454227,70880,384937,279909,10768,22171,118741,28658,72202,206263,155157,10791,300573,25848,66995,43080,28685,25499,16176,30735,193998,392870,22001,25999,296816,108383,71952,36598,119289,29909,11809,143804,18293,16056,446655,153345,170098,30949,71337,10411,387083,1038586,6356,50534,124794,240969,5925,28729,161459
2019-01-12 15:34,228,137813,332913,278046,198865,263089,1179920,30731,209029,681249,13444,238688,321091,335178,42899,36408,118387,26994,48286,61525,224569,1157493,446966,255000,234491,286351,286985,27546,1003241,17000,287658,163541,153468,1508175,137,249602,113859,301151,212322,45999,14195,259122,375242,143145,316592,133302,67832,68897,40839,43978,28506,414194,671963,117786,588046,386943,68499,37433,280070,63578,238070,340543,237615,29422,471370,55234,92097,66213,187165,60303,53488,204389,361324,751053,52514,40899,489694,192462,174399,44040,152922,41929,16974,178956,23202,23090,862607,289828,144837,52407,159540,15402,384792,1571531,10560,84776,394814,439491,9300,62533,232017
2019-01-12 18:35,229,183043,498970,404963,222592,314211,1222152,35549,270613,810335,18596,195420,383915,360174,55861,42820,150164,37767,44578,94870,372450,1336383,549926,291462,313646,383334,324273,28123,1252977,29613,352138,194199,244641,1984755,163,264081,140815,427730,264929,74005,20943,331210,486277,223190,454881,148578,93874,101413,70351,53923,27101,571128,829039,164325,710227,355308,101216,97288,364571,102792,360612,413012,262501,79077,602650,95961,126076,94102,303989,82539,94338,305569,336794,892094,82851,49821,562403,271914,181962,41803,151318,49602,18561,201299,33074,30791,919824,350469,170127,73974,255899,18141,446134,1838952,13109,89816,527919,543857,13129,78321,300914
2019-01-12 21:35,230,289992,635723,528591,309590,508460,1337061,47767,339951,1001595,25809,322493,421114,567951,73234,60120,222352,66535,68775,187168,440155,1638023,744237,509386,388351,444649,453118,34910,1632177,57296,359619,356866,325256,2549096,221,305753,217234,557389,359151,147517,86690,477263,586790,399534,592686,179699,173795,124970,134182,81609,33732,785891,1044730,212044,977999,453707,165458,177666,564165,373313,444613,692801,389235,120459,860047,143649,162911,126277,441800,111788,141201,407901,538454,1254558,140502,61057,726367,437191,266826,52180,210252,61873,25272,245555,44556,43935,1031441,431021,218627,101501,447359,31102,637033,2277187,17953,100920,718714,598690,17162,108968,373056
2019-01-13 0:35,231,205074,393483,313985,167006,305219,786599,32001,211384,689250,13613,165314,299146,321219,37144,34847,134090,43958,28349,151563,228719,897639,420110,287988,244003,285156,256824,20652,1025579,28571,188581,224056,212441,1552528,153,205301,118518,397161,198996,146241,72896,282953,403952,210785,292848,98052,112491,56517,71135,54204,19680,449894,569272,101784,558847,297409,130641,97110,360542,240709,289855,554848,206272,55446,516303,81274,86678,74774,237831,51896,110808,252867,286389,667904,158843,30963,358520,245995,137051,30192,117459,33916,14694,185922,23579,23602,688859,257653,158923,57621,252098,16932,437875,1424916,9606,66833,465455,411839,8871,63793,208127
2019-01-13 3:34,232,262499,435699,354429,213810,485836,817305,38596,246425,784728,18205,191533,339939,378671,43832,37152,188499,63584,35423,175555,196166,1109191,509690,430598,275314,361336,325778,24600,1253563,30003,234537,230037,199971,1641123,173,273656,148274,331985,247272,91830,91401,319453,432776,300379,307536,119739,116622,54809,67323,66855,26040,501017,632691,138998,684344,415081,147943,89633,367081,310908,308061,732888,234588,58320,616936,102764,109550,87346,211965,56019,196921,224351,414236,775432,248284,39785,448363,289384,151927,54134,143014,46651,15826,217585,22669,28267,839997,324647,188390,68675,330143,21245,567039,1616013,13437,75652,499032,458826,10651,76320,257893
2019-01-13 6:34,233,381415,386351,321846,338032,617049,1646776,56609,280290,845892,23692,427994,376779,566544,70702,56923,292964,91366,74429,-2669267,158553,1660479,796248,586170,239748,370816,399132,38505,1726880,35791,368515,266380,170044,2078760,212,336280,196312,250903,339605,98841,116803,447128,404200,462497,453883,187681,179997,65641,83520,137982,42319,608396,882009,179328,880246,542156,100709,109369,444441,268501,239700,1070958,317905,47836,896809,128271,146458,112828,145641,67614,152878,116610,604382,1078011,275171,56881,943709,356857,194096,86152,229708,61906,25575,323096,45061,40124,889534,377853,275960,94341,444663,30601,770835,2357511,16666,-1053697,468876,514241,16563,77369,360868
2019-01-13 9:34,234,238018,196740,168820,258510,440153,1517633,43370,134194,568826,17432,339005,221031,462783,45145,46168,167712,45362,101178,130344,43301,1398052,570155,438899,123541,219403,272986,32584,1132089,23544,283010,176793,58296,1313939,192,276325,124565,114783,244507,61027,52214,327427,247041,274716,294815,161133,90006,38642,59210,96387,41618,415398,669745,117870,615665,461671,31162,61504,267717,131683,123684,625370,197350,27518,553064,67440,102068,71840,45778,53426,61044,47618,464365,865129,124295,47746,689906,217522,125474,72296,211751,50671,20743,248510,27317,29816,644352,286301,302857,63129,196268,23311,671266,1805154,12677,86042,233567,366393,10696,45717,271793
2019-01-13 12:34,235,43691,56823,44726,77667,99627,798802,20985,63676,308140,2629,145370,114072,121782,12796,15982,42300,7150,41375,24275,23283,471284,269272,222121,62614,113311,129907,20758,489222,7885,148775,49494,14012,726295,62,136349,50862,68953,118540,19277,22154,141301,131241,90242,135944,86452,42268,17565,16815,28227,23620,215434,366300,56481,312763,238327,11696,18928,120010,45761,58394,277487,99883,7878,248279,20190,54112,30149,24967,23318,17258,28367,213381,396424,38406,22968,296088,92702,59853,36387,106851,23741,10700,113272,12606,14492,423159,156649,146986,26939,69660,9500,327563,841481,5596,40335,108147,206102,3011,27452,128918
2019-01-13 15:35,236,162833,387828,373358,263947,355000,1185983,33733,180306,701453,13261,223159,351782,411852,52852,47526,132000,35507,47736,93054,232234,1439724,533416,276064,236632,327413,257040,27659,1089498,18762,257239,192264,183478,1860454,172,230855,100364,401384,227166,52174,41735,273117,401981,140678,353914,124718,61810,55224,42644,48469,27125,428533,722291,115339,624181,416740,72354,39396,318623,113498,285786,528632,195775,26417,496841,54076,106277,61829,175931,61140,77047,202360,356603,777387,117539,37536,556015,210779,143490,51474,158335,44058,16109,226386,20565,28926,981440,277534,173440,58104,215763,15177,443962,1565837,10851,90574,434668,519631,6184,210929,250724
2019-01-13 18:35,237,191718,470856,396336,248446,414747,1190775,38442,253154,821638,16546,228182,378290,401739,57485,39911,137031,38144,44850,118696,273378,1276369,642304,302920,292056,419484,319294,30121,1363093,32256,280769,217914,234302,2266095,159,253765,144929,483894,275864,90838,53890,343170,472142,182571,439398,131496,88275,72916,82093,65675,27046,559639,802955,161043,752400,389377,102751,80235,424006,179033,366501,608672,233494,48861,651879,82755,128915,81885,256366,81337,113263,283973,392092,936278,182034,41201,660075,289550,160884,48000,167468,47597,19068,223754,24644,33809,892896,319884,176026,79084,291318,19111,488968,1892986,13049,109413,541317,531209,8943,170557,302449
2019-01-13 21:35,238,153941,306573,304755,186592,334354,689724,26542,192333,500841,14244,220615,243795,347602,38426,28116,105637,25842,39409,100338,218342,944179,449192,287174,192248,241607,269244,19809,915308,29723,172629,162653,191118,1325151,164,186031,110853,332551,198397,89201,45955,267513,299109,175716,296233,99624,79680,47938,75936,54753,16379,399994,563407,148274,504045,248122,87490,63558,325939,131860,289584,400519,166987,43898,491507,68809,87938,62872,227999,66427,131008,239951,336291,739770,116442,30424,454035,232842,129046,32251,124405,32225,15016,139104,20840,26787,535004,229624,138420,55464,211853,17378,369315,1284085,8957,65438,400930,339448,7186,83860,186882
2019-01-14 0:35,239,277278,513287,491055,265244,441544,1109016,43851,292468,945813,20296,263676,390814,511745,63379,46257,210239,43749,56956,178084,312053,1216943,663141,410196,337611,452399,544439,33093,1531557,51208,281101,291811,289501,2242543,189,257257,182033,576210,282207,184160,65868,384200,535808,267462,419446,130657,135669,66433,128228,88674,27620,656278,780538,255092,778287,456771,132860,130108,475364,148933,442589,622972,248533,52296,713542,134793,138972,104158,307441,82084,337428,390466,470792,1044573,163513,43102,622838,343347,211708,45746,177607,51501,20067,251630,31511,41093,950183,351792,216729,84881,274759,29181,630009,1945883,14227,94687,670843,522016,12079,155770,319919
2019-01-14 3:35,240,308215,387396,324794,213622,503894,1318491,34795,275386,703702,16602,161948,357635,316480,52167,36104,221464,36568,57495,197581,153638,1179086,492205,361260,264366,397518,634678,25924,1307454,33762,241134,208771,141791,1950658,133,288680,191176,249823,235163,99208,56357,307750,448784,265457,360336,130861,120359,43803,60990,94662,29661,535962,720958,188268,663776,394177,87758,102994,348755,140848,340674,541712,198774,37582,619534,168863,107441,92394,159352,45188,287877,224960,328850,737741,146081,36651,496175,295404,128313,44874,136911,45761,18237,246158,28003,34253,869964,230494,231556,79815,296710,22486,541821,1832478,10827,87251,352185,436159,10143,125639,271955
2019-01-14 6:35,241,393259,307481,279758,316571,556585,3845080,45804,239278,683383,26814,408513,345260,603579,63747,45616,316334,49117,117265,209041,139610,1379020,782252,463997,213170,352723,753029,35322,1713702,35148,303892,198332,146066,1510122,233,317693,349244,258599,288066,100083,65949,408851,393524,353679,363653,168017,124818,46749,104310,155920,33871,529452,702474,171765,759953,536350,71491,102758,435033,111615,202471,587176,247922,42646,745749,174606,134169,101940,128224,76016,175346,149984,686913,1132646,141019,50048,701740,290308,150028,62792,250189,52826,22551,293495,33088,43107,814784,338050,234461,87360,287013,28054,694942,1740821,17513,92353,443115,483142,12524,104675,310582
2019-01-14 9:35,242,210320,130215,137218,212557,317635,2542275,32193,112407,449665,13808,267085,188404,381452,34505,36548,160035,24469,114569,105388,44319,1090636,476643,347863,116170,229949,355735,25236,950456,22296,213790,129344,47288,1029712,103,230847,23187,92079,182029,60086,31171,239349,257039,190950,234365,128152,63344,23980,60216,84463,31115,299371,501923,118290,453339,400734,21414,47399,236202,61648,117988,346900,142817,19281,415119,70745,79710,53267,38176,46056,58515,46569,413806,755368,68392,33962,428547,157631,137802,52272,211156,38446,16840,231319,17779,27431,603240,227484,248922,52441,137181,19411,498436,1233754,8728,63603,205145,328198,8680,53054,203672
2019-01-14 12:35,243,107966,107253,98538,175507,244672,1833835,25490,97232,374721,7639,194430,169912,277558,31370,36272,98497,15340,69439,42278,34808,981963,372872,295045,98443,185069,271605,29721,616910,12572,194774,115008,35090,827300,106,199422,98811,97061,151697,34638,20430,192035,201101,101319,192377,115625,46788,18181,32727,44642,27182,292346,497201,95842,420061,345061,17203,31415,191920,37216,98618,284942,129448,12101,328551,37328,73030,40238,37923,42622,40718,48600,316340,572678,43914,30043,312764,131936,72209,45813,187425,34250,13906,201377,15027,20859,564342,182695,147205,43613,85391,13301,418444,1091515,8031,53463,148257,375529,4535,60257,181965
2019-01-14 15:35,244,93992,190335,160305,148941,220430,1379324,21504,136727,451684,7890,146075,218288,251031,38847,30225,78235,13879,46962,60481,181550,931955,377278,208626,170301,243677,286452,24595,707166,18478,171381,166213,78800,1103401,78,204071,104764,195772,145192,65112,19040,192086,246292,90767,238433,129917,36269,25339,53528,38531,24503,356652,533926,120141,423788,291194,60629,36827,243471,52459,148691,293342,135069,28217,342398,46523,81138,42591,188299,52136,126514,253953,270824,587569,82514,30309,306232,151679,83425,35734,145234,30983,14174,173983,13096,20435,693552,196632,131380,47059,145999,11950,314318,1073176,8621,55191,242125,354744,4269,70557,182014
2019-01-14 18:35,245,143221,294963,244374,190760,309100,1386712,27104,187017,490768,14209,177319,262710,359945,46866,36537,124995,22487,56528,106404,266543,1119383,498784,264086,225647,338239,401448,27120,1032846,36135,434927,211463,107628,1355570,83,254777,154897,249132,193044,124824,28800,266977,299233,181156,319335,145845,61680,42401,112665,56381,23778,487305,630239,160907,542414,295423,100839,73944,366523,75166,195937,395065,169099,50984,494718,77955,110570,67769,316263,78880,254241,347813,337789,789818,123592,39093,415440,233016,116479,46351,161774,42436,16995,163912,20101,30129,617836,215574,124891,72027,234248,15676,393879,1431969,13955,69706,296713,384795,7498,93521,255084
2019-01-14 21:36,246,212417,370785,304933,223075,416138,1344096,32630,214230,563883,18105,250156,328705,436088,54047,41587,168278,26842,67165,133223,261940,1218333,511120,304988,258687,377292,433921,30577,1191512,42180,502628,213375,157124,1799798,145,245945,183686,313919,247003,154786,36885,315523,395048,277075,405977,164103,86821,45086,153029,70051,25763,620960,747663,197737,646439,281673,112193,100329,423404,84799,302596,458841,201016,57109,602945,110528,127390,83315,362546,92896,285265,305681,399372,897015,127658,45339,487407,300309,142293,46478,163527,49063,22432,166488,22430,34606,676360,225738,160828,106718,218679,22089,457781,2161448,16911,64804,390842,426578,9606,101533,302778
2019-01-15 0:35,247,87553,192489,170017,97832,172262,601867,12716,126420,298199,8249,97956,202478,217831,18010,16301,73649,8156,18446,40296,123807,465531,285252,97724,132742,158570,207574,9836,531459,12988,86736,59555,118612,693814,116,137352,86467,249242,94075,53789,11693,111585,266720,122081,154795,57456,40555,10772,70102,29579,9958,204152,219508,60328,257527,133900,49526,37718,173795,31275,194479,198260,87929,21107,229945,29611,52198,30101,125788,45899,63269,160899,211416,421372,33745,18213,183514,100498,52585,18175,68213,19682,9133,72775,6889,12749,340502,136378,92784,31699,65636,11464,169199,575174,7835,36046,294759,248287,3653,39353,97768
2019-01-15 3:35,248,281289,346934,298045,208848,399165,1007661,31894,245793,720779,15997,187106,402807,386559,49700,26869,178119,27466,37264,139642,204214,994517,509188,267152,339746,467654,394945,22368,1127343,27026,459137,195335,208959,1766593,77,304973,220410,323236,219782,127323,28804,226879,517559,209104,325824,111107,86032,33317,124615,77806,16436,539196,689742,143361,603915,277561,107199,76470,394337,101486,370384,411891,184509,35999,573375,139820,84925,76757,237130,79530,274287,295504,382596,809675,96771,38911,401938,294305,122679,40488,151463,40654,19787,160202,20495,31700,829805,267847,182545,274755,383724,14275,491263,2556404,10728,63201,522962,553947,9832,95725,271618
2019-01-15 6:37,249,609534,352316,308117,327655,780071,2052190,58034,282733,792784,25197,416341,414773,512363,78617,50535,421161,38882,125341,257172,115819,1838489,758833,489111,224725,465425,517983,41919,1860914,41515,643067,237935,112661,2151048,231,337558,295291,197477,340135,122443,46599,642128,520480,584599,434006,239273,162045,41416,115314,204563,51521,695622,913665,245775,892789,558657,66389,95413,447514,98514,291398,595512,272350,42990,928234,179110,166749,106642,157911,84749,187453,158398,515489,1135503,120653,61004,934596,347515,143202,69150,243491,65375,24009,377831,32924,44057,799274,296138,270491,216856,717890,38494,751619,2850276,21660,94622,358449,592555,12136,105453,387008
2019-01-15 9:35,250,236252,121709,108269,188715,361861,1243842,32349,128770,385481,12655,270075,191628,318219,32904,32452,168790,-45772,92874,97871,30879,1010737,410900,278973,119092,231654,245515,31141,869729,19179,280443,132499,40386,907349,148,239399,139443,75471,168394,58098,19974,288045,285036,202754,191982,133892,63274,19348,68593,102349,29260,299378,501179,98319,418765,350745,15700,40936,198921,32627,120659,278614,129820,15890,392350,60499,78776,49787,31708,49512,59966,36469,343542,660439,48583,37552,425390,155778,-23585,52226,213568,39287,15497,254296,17279,24134,471252,189566,215163,75606,199255,18162,461591,1305541,10072,59376,154723,376100,6579,37817,204663
2019-01-15 12:36,251,98007,93113,67954,121001,229304,866668,20507,72316,268047,6066,136584,127095,178349,24430,25171,84941,8979,46361,36334,21787,819279,249332,213356,67231,161234,160616,21596,474102,8764,218005,111751,20635,693610,83,143014,66883,59116,119117,26021,10497,140589,148183,101018,156580,99652,37483,11570,29724,41426,25241,235540,397705,66607,303258,231721,8773,18732,138234,21432,76124,196566,97843,7670,247415,23178,62252,27105,24788,34329,23071,32434,201241,405716,27455,26346,250520,105565,51205,35800,144769,25442,11193,155099,9022,12771,406734,135702,114137,50692,113151,9530,317062,1118311,6411,32803,99642,293978,3254,31199,146159
2019-01-15 15:36,252,101149,208352,167629,146947,257307,1091377,24124,136487,500517,8024,134441,256113,231959,45245,30103,94125,11472,42933,59588,170790,1053316,354879,203301,163681,276488,229310,27205,769989,18817,418615,161489,81311,1261948,95,198239,106017,196786,152144,61552,14691,221067,300357,97295,258291,125355,38047,25331,58684,43249,25993,387871,580103,126859,432244,272288,56223,28507,247790,40527,164110,278253,134680,55438,355303,26935,82562,40578,203211,60267,105412,241272,234840,568983,68906,31296,338619,175240,120092,39807,162565,36343,15272,189609,12332,20231,726484,174393,154984,88339,280112,10202,354773,1567335,11530,58917,220176,413350,4728,49845,205545
2019-01-15 18:36,253,164086,306135,231016,192185,263178,1019355,30405,178841,569496,14801,159414,281019,357848,49014,36810,136996,19108,50328,100005,281973,1173683,494136,223924,212929,312852,318970,30946,1027305,36306,654357,208070,106806,1413447,154,230806,150957,248992,190425,131250,23809,309493,434125,172764,321505,146035,57632,36390,134623,66698,26542,516772,605443,157023,518705,215750,98606,71796,386342,60003,185547,353943,159761,134036,492282,51259,101572,65479,312080,93721,214580,333773,332024,857775,106172,41810,501198,260831,154160,39568,189282,47575,19227,136956,18140,30172,615271,217530,138295,124303,351007,15593,437225,2269942,15150,67148,241091,335246,7390,57345,266731
2019-01-15 21:37,254,196071,327241,248981,194182,258213,828444,29974,187085,597624,15424,169401,329464,392988,48563,37818,165479,20640,50533,98690,260482,1094378,491162,217177,199862,295006,328336,26879,995963,39108,475959,180234,138964,1426951,152,238825,296342,298950,199392,129681,24258,295214,505816,245489,295747,147990,67640,33127,148996,69882,23381,579383,588828,166715,522280,176982,98934,115798,389745,62112,238140,364720,161516,229077,519008,66169,94964,68991,322165,94412,209803,255759,348239,833164,92773,39122,447555,274231,161197,35687,163270,45988,20115,117714,18587,31781,484511,190249,141747,106515,251506,16513,421325,1983080,15815,53336,250978,357502,8101,60480,266207
2019-01-16 0:37,255,186844,313027,248665,147537,202770,600040,23695,151165,611563,12691,126783,321176,303908,33817,26394,132686,15203,26219,85697,212988,715801,351408,167201,213250,268005,242755,14428,762695,27965,266675,141250,163173,1304640,98,200400,121603,327106,162008,115708,17874,220445,723104,203980,292445,104120,55297,25560,87447,59405,16607,402853,467034,115081,418037,172374,121053,83171,294640,57287,311030,277253,129180,82888,395522,65547,70612,52936,229995,61718,136306,202041,251906,587172,57229,27081,275934,194242,118709,23908,110431,33934,13991,98948,22237,31817,477981,171665,114719,87381,150449,13812,326869,1903415,10415,52447,311349,372809,6764,68082,203950
2019-01-16 3:37,256,279843,344242,255492,193174,332364,1461178,36983,230940,749233,15663,163454,415119,353072,45406,30564,204820,19295,34082,113045,178422,1097569,473241,231612,230482,392143,307786,26989,1126843,34835,359164,166441,168208,1806290,120,275036,240495,304976,227333,94607,20320,295861,810299,264354,303942,128394,88189,25811,97986,87118,25058,519787,649873,138523,569677,266007,165877,77909,360234,83670,304451,368873,173630,91780,570144,77953,100741,64979,204808,77633,142198,179574,329293,732421,62627,39108,412124,270185,137233,36300,148761,44352,16032,145326,33080,39924,593294,232443,164400,97984,307328,16932,501683,1696538,13507,69293,348753,454819,7644,101733,271628
2019-01-16 6:37,257,398979,223759,231438,243884,408183,2605676,38551,200706,565839,18519,324275,319425,435335,54507,33589,307549,24286,82713,186413,106597,1230828,568616,284703,169068,281334,337144,26569,1403246,35751,402358,163052,103771,1617849,107,242088,269825,198618,254303,84957,29986,325701,502145,326693,306437,148685,97089,24391,95795,130455,31793,503879,654514,144941,612685,327325,164158,85903,354316,61815,178363,406577,193330,66273,642913,83165,111321,98443,117111,78937,103908,109495,447020,803445,65733,47670,732014,267367,135827,48763,199217,53309,19241,165770,50887,49183,442495,232255,210259,99236,456307,20618,561333,1687085,14849,65304,257216,344414,10574,68122,279350
2019-01-16 9:37,258,277997,135593,126793,211179,380103,2665879,35120,134794,493558,14850,294901,209038,379867,42782,32424,209243,21395,98448,144763,42078,1174870,461664,265529,92590,191613,242725,31147,1072699,25744,339775,157627,46956,1256692,120,234920,188585,-19598805,187704,67564,20783,156726,329822,303577,272598,150790,69458,19124,71787,102291,33852,469550,721442,144886,572599,339325,42493,66804,289272,46404,119122,356763,169492,43700,529586,68701,100966,79858,50964,70029,59625,50319,451563,835310,58950,51706,646888,241575,128362,67584,249522,55780,22098,203053,41784,44049,512968,245275,290551,87705,422614,22582,686957,1979486,15091,71698,158489,317213,10238,50917,293597
2019-01-16 12:38,259,141048,91591,84781,160130,216829,1919032,27435,92398,361589,8373,171224,162591,258549,31747,30641,128320,11790,67323,58182,29729,1067603,346749,248592,62253,155066,167026,29514,562601,14972,270780,133871,26775,940405,146,145950,111616,77220,154796,38345,13486,165385,246953,88765,147834,130171,47563,13384,39698,50154,32945,245842,411682,67180,297570,275116,33730,30707,132948,17155,52332,175506,85850,13305,238907,17570,61471,27336,26926,36188,18272,27373,192192,355625,18132,28271,267644,113288,55993,34623,131859,26677,10957,91369,13381,17575,295806,128411,131276,36675,122409,8166,329927,1021282,6886,37056,68777,175787,3074,27258,150866
