,,¶º°³¶º,Toymong tv ÅäÀÌ¸ùTV,¶Çº¿ V (Tobot V),TV-People,SonicToy¼Ò´ÐÅäÀÌ,ibighit,VIVA DANCE STUDIO,Boram Tube ToysReview [º¸¶÷Æ©ºê ÅäÀÌ¸®ºä],Äá¼øÀÌ?½ÃÅ©¸´ ÁêÁê (Kongsuni?Secret Jouju),ssin ¾À´Ô,SBS Drama,With Kids[À§µåÅ°Áî],MBCdrama,GOT7,Maangchi,FRAN,RISABAE,ASMR PPOMO,½´±â´Ô,ÅÂ°æ TV,SMTOWN,JTBC Entertainment,Travel Thirsty,MariAndFriends,Boram Tube [º¸¶÷Æ©ºê],KBSEntertain,JAY PARK,[ÅäÀÌÇªµù] ToyPudding TV,STUDIO ONSTYLE,BANGTANTV,MariAndToys,Ä³¸®TV CarrieTV,BLACKPINK,GIRLS' GENERATION,MariAndKids,Ã¢Çö°Å¸®³ë·¡¹æ ½öÄ«ÆäKPOP COVER STREET KARAOKE,»Ç·Î·Î(Pororo),ALL THE K-POP,¾Ç¾î À¯Æ©ºê,PONY Syndrome,M2,¼­ÀºÀÌ¾ß±â[SeoeunStory],[Dorothy]µµ·Î½Ã,iKON,starshipTV,¾ç¼öºó,¿Í½ç¸Ç-Wassup Man,¾ç¶ò À¯Æ©ºê,¹êÂê,4Minute Æ÷¹Ì´Ö(Official YouTube Channel),Stone Music Entertainment,jypentertainment,WINNER,Mnet K-POP,ToyMart TV,²ÚTV(Kkuk TV),GOD-TUK,SBSNOW,[Awesome Haeun]¾î½æÇÏÀº,ÇìÀÌÁö´Ï Hey Jini,MBCkpop,KBSKpop,Àç³Í,Mnet Official,³ªµµNado,SEVENTEEN,¿µ±¹³²ÀÚ Korean Englishman,Àá¶ã TV,µð¹ÙÁ¦½ÃÄ«DeevaJessica,°ø´ë»ý º¯½ÂÁÖ,µµÆ¼ TV,DramaKBS,MBCentertainment,ÇÃ·¹ÀÌ¸®½ºÆ®,Sungha Jung,JTBC Drama,JFlaMusic,Å©¸²È÷¾î·ÎÁî,waveya 2011,SBS Entertainment,2NE1,woolliment,TOY GUMA,Åð°æ¾Æ ¾à¸ÔÀÚ,The World of Daveµ¥ÀÌºê,ÇÎÅ©Æþ (ÀÎ±â µ¿¿ä?µ¿È­),Robocar POLI TV,officialpsy,µù°í ¹ÂÁ÷ / dingo music,º¸°â TV,²ÜÅ°honeykki,1MILLION Dance Studio,1theK (¿ø´õÄÉÀÌ),BEAST ºñ½ºÆ® (Official YouTube Channel),ToyFamily,EBSKids (EBS À¯¾Æ),Lime Tube[¶óÀÓÆ©ºê],lamuqe,TWICE,BIGBANG
2018-12-23 21:25,70,198886,346899,275463,188236,333792,665852,26676,1847499,510617,26824,126944,267236,380535,72349,25771,105105,17445,47617,73891,186501,1069430,1053511,294797,235322,248816,500724,26134,990280,49029,216532,82815,186310,1467073,116,132629,126095,345748,241892,75721,21096,305738,338350,188774,234441,100238,89823,27553,80262,83554,19932,514149,722019,363251,801269,256694,87374,100653,296417,114413,334397,365979,269369,49617,523277,60621,93926,79342,245509,62924,121197,276264,350387,708489,67014,38546,318876,273144,159701,34640,126050,34919,20204,161924,43579,33428,530730,274512,133930,64337,132508,19506,419159,1325257,12429,81219,444624,286443,7680,82573,238943
2018-12-24 0:25,71,286675,477350,353027,230110,477959,902446,35502,2440345,677370,48363,181941,333883,467658,75274,32134,152489,21258,48084,110136,245505,1272945,1306064,407207,307970,313965,814422,29127,1332273,59934,268751,105279,250534,1632660,101,192319,144539,484185,270926,129528,25925,354434,477053,245261,269503,127070,144291,31422,81006,112724,26044,579704,828342,568125,967016,393740,121382,129813,352631,110286,418517,423313,305438,79435,650505,87279,106646,89463,304703,71206,197066,432737,448937,817539,83324,47291,378004,320030,247094,41395,155991,43902,23229,220139,48061,38226,783826,350418,196432,77326,182200,33005,529980,1502841,15356,120667,654018,394430,28383,90734,273955
2018-12-24 3:26,72,346284,439474,265946,217503,490855,815364,33347,2427198,603967,79970,148021,300659,356482,83802,30813,176953,23945,49784,119549,112463,1348474,1169902,474979,281145,347062,901334,32495,1381002,60697,287284,108515,122516,1514054,77,211434,149040,246920,278635,91507,27984,363683,430106,254078,262576,144420,173252,24717,47651,112388,29684,532744,797921,558902,988562,454585,67989,116645,311593,107223,293351,392703,303339,175125,676366,77845,118415,83881,149301,44222,292788,235503,434762,670563,78879,46872,359605,330332,257643,43306,146975,42985,21288,242721,56767,35399,675230,286904,213971,78576,364662,41160,563688,1461084,15181,104551,426453,324102,55012,93019,289997
2018-12-24 6:26,73,335882,332043,211718,251140,507764,1043819,36561,2291518,416219,73359,275654,232630,528819,74808,33651,255979,25218,102186,139689,89352,1340844,1141108,550134,240509,244412,851891,32148,1233544,43952,283792,121334,122792,1233081,174,155446,181247,250120,269931,80326,30113,358458,300041,296184,215448,144258,221607,23462,63817,134300,33546,504327,762199,408455,905178,437926,44513,97864,323131,77026,167947,405498,302551,77863,649703,73108,110713,85026,103372,63020,106627,117368,533338,851855,62566,54020,455192,276095,191771,51171,263550,48374,21972,231408,46427,39827,585031,324319,195750,78616,238924,45067,574123,1408254,14244,116229,447876,296841,41719,72630,267143
2018-12-24 9:26,74,167305,180648,99748,186633,361684,980306,28862,1563197,329616,25235,178938,146749,341807,49866,27880,129048,13762,78821,63592,20948,1093794,736747,392205,135942,144191,417399,29384,701432,22342,222934,95458,36471,801870,89,142438,98447,83758,182616,30098,18792,208250,206896,150758,145312,120263,107020,9138,25720,74324,30230,294934,521281,124607,585592,325192,10182,43055,180339,39124,109635,240352,182953,20276,381472,40764,73763,44681,22203,38134,33291,30707,322241,536513,31215,36462,308506,152921,108155,46605,211757,32858,15558,198896,28094,25559,426221,184933,194869,42290,96063,24306,466535,1032305,9127,80484,266922,225375,15762,39839,195736
2018-12-24 12:26,75,93174,147795,83573,149934,232814,781178,19680,1044950,233452,16726,139303,133785,278189,38100,23004,82480,10487,52953,42159,25456,929226,525573,304093,102991,126668,334676,24889,498644,18130,182487,63713,34406,693364,89,114461,62015,346993,146132,27736,12041,173105,161958,87400,111326,105792,68204,8293,20265,43204,24698,248615,468498,103088,462543,248292,14243,39423,144499,27076,94978,202825,154274,20523,278944,21700,64988,36645,32462,32999,37668,48552,270253,436303,19846,30776,224989,118340,84647,40244,190580,29510,12682,153637,19759,21246,398215,167690,129175,34204,82499,15221,372623,888563,6719,67310,166048,188552,8170,38285,148542
2018-12-24 15:26,76,106222,275706,194649,196892,266168,914599,25379,1644843,438517,20390,136199,208371,271157,73323,26853,84480,9762,45570,37384,48904,1252206,778729,268229,131401,203505,472375,29187,946718,22416,229240,104657,78726,1457383,73,169043,103285,267919,228098,29240,16733,255740,270390,91917,208236,125336,69119,16281,19358,44013,24551,428731,726264,202326,736370,303299,24305,46938,284742,50741,227742,318540,236762,25215,438079,30255,93641,48977,47553,44715,48303,79831,302772,563270,28614,42748,279747,192082,134503,38814,190000,38617,17852,196537,19105,25517,646432,256245,145422,51671,96444,17549,397166,1227570,10757,109971,269851,302144,10963,68329,225582
2018-12-24 18:26,77,120020,268284,188013,195170,274361,686484,25191,1865804,403014,20342,133201,214056,281016,138063,26068,90249,12013,43922,43348,81463,1161572,754305,254534,141269,213275,473566,26313,1091091,28060,225072,98162,84814,1386095,102,147196,109682,253873,249138,21934,17474,263978,247527,105034,246898,106494,88240,18139,24200,48449,22324,429507,763523,218498,773443,251277,32153,54320,268672,62813,199423,335536,249753,27405,486533,38053,98128,57049,79285,46829,53420,89468,311213,589165,32622,42687,273013,212745,141417,34067,166720,39312,18379,188631,27125,25843,563813,237109,117852,52783,94870,18858,408527,1212149,13640,83944,270282,285564,10844,74067,237412
2018-12-24 21:26,78,105278,183094,159817,143524,213765,396082,13822,1022466,259662,18071,122082,153336,245535,55638,16564,73226,14056,38202,34333,144145,698446,472849,159597,117818,107939,115634,18177,696441,26245,556191,49897,69907,1007663,32,118036,82150,194746,148314,30309,11554,176239,160608,80524,133077,61736,-136110,11792,29299,34453,12327,316326,499191,215576,432785,132462,36097,63749,206677,41297,123982,205542,152481,36345,346102,39732,54646,43774,99904,46715,80162,119255,246469,454715,37284,26658,205266,168052,93664,25271,104858,26004,11120,70439,25287,18033,345011,156948,60886,40763,-312010,17616,234320,699691,8987,49728,230382,181106,8016,37591,154819
2018-12-25 0:26,79,155539,330985,224895,161196,286641,542735,19751,2006990,590782,26579,144640,161227,272920,132728,24597,115809,18892,36652,50097,134371,1158579,-11465,258482,143734,251197,535778,27784,804799,44497,750914,83985,117846,1269895,44,172897,124748,304412,203125,64103,17466,245559,303147,174140,199861,105975,87519,16368,61469,60011,21582,455093,564367,173070,811590,244701,80642,135456,231341,57366,405447,295933,173055,58186,458236,104665,93811,58900,214474,51595,138066,190917,387445,522527,75293,28094,265726,223375,141084,23595,159982,31956,18999,97828,50535,29460,591516,224447,195501,54712,211045,22525,404984,1251970,6072,77577,322236,239266,8576,81067,227056
2018-12-25 3:26,80,326970,509157,306362,245308,601451,1102082,47874,2609050,619266,42528,200018,440182,460217,98846,31801,228699,33446,48381,107402,266518,1671409,1478671,480001,389514,352921,743556,37853,1654947,58669,662995,164959,206727,1648681,158,256555,265553,476629,335138,77715,34535,391821,562215,174385,313651,156672,419575,21508,57617,119127,36458,628628,990343,532629,1062389,397445,136814,172651,438867,120408,500221,447559,356522,81697,800238,107873,213015,106004,245976,84009,296115,279822,545441,941014,114163,55431,379147,360090,178821,56213,178121,55643,21176,332303,43046,87710,912896,374002,184565,89854,653428,25645,637638,1817654,21863,149675,601350,569545,19889,109548,338050
2018-12-25 6:27,81,373115,426511,257495,322399,652388,1253741,45112,2812624,577268,75812,320569,368231,526470,151174,38028,256280,45087,89509,133515,129372,1875713,990382,522463,284217,348474,681357,40218,1766150,49023,937065,189986,141597,1789369,100,265424,234723,280686,356548,72029,35550,404062,400965,262199,292716,186341,194829,19914,63494,142179,39580,619398,1003414,278125,1106018,458680,82307,167898,452786,101532,304905,483932,331674,49377,817775,104960,167991,90573,130604,88330,223180,155014,596200,952530,102284,62297,681822,367801,188870,87090,271906,58659,26487,327578,63022,96766,707289,329851,263234,90026,262918,27213,751272,1863429,16086,137182,448295,384367,20982,94441,354431
2018-12-25 9:26,82,142957,238013,121455,211422,372218,1117644,30466,1662523,328063,22413,263219,232904,376947,67093,26481,123845,-261606,77734,60432,38738,1303878,566912,337139,144225,194773,360367,31620,823634,23277,447162,115121,43331,927540,71,-41594,110370,108443,200999,34019,19721,217278,224641,138233,153594,136127,96014,10657,27441,76058,32852,325639,600271,146001,640950,311788,19713,61215,219911,37932,131554,287649,178714,18527,406860,44485,90288,51113,-22677,49924,56961,39655,363029,590966,34891,43812,385805,180045,128830,58568,201495,40091,17282,239159,31617,52328,457723,-745292,215844,32844,100926,17823,501596,1215731,11411,90833,203944,221577,9717,44849,201477
2018-12-25 12:26,83,102614,176212,104084,171772,282239,1024746,24604,1345076,302339,14850,178772,179375,290139,58863,24317,76832,11647,57826,36808,47393,1216314,447925,282867,143529,155647,307018,31266,628192,20646,364916,92263,46732,918772,94,173371,88120,127561,160317,23360,14173,189196,188452,87207,149837,131194,59834,8604,19752,41389,30826,290659,609634,122401,569397,290673,26662,52768,229931,33412,150009,245342,158358,17401,342258,24270,91226,38899,49804,41965,52467,56054,302219,492499,31451,39990,354000,150798,84006,51321,183395,36245,16587,203306,20857,39562,516003,200873,195634,38142,69571,12745,424875,1114816,9062,95763,166410,219589,5460,42934,199847
2018-12-25 15:26,84,101440,267751,179350,137122,235633,713880,18927,1389585,437658,20059,119603,220716,271584,65688,18109,62916,14021,39301,46728,154219,947629,471851,152886,179389,160643,351443,22209,813526,34288,285617,90591,114070,1047385,48,140659,103397,297570,158404,40051,13067,188657,281490,69346,154538,92127,41263,12259,32354,41770,19429,323374,540296,154229,529064,232699,66278,63161,272009,43046,296100,255806,156027,38718,374697,31013,95796,41909,140586,51529,127200,171830,328973,513949,60908,31695,281392,173287,166273,34967,123169,29968,13583,149575,22668,42843,594277,212269,141143,41588,132128,10766,295838,973818,8234,94281,323979,265953,5834,50249,171534
2018-12-25 18:27,85,168903,432354,272522,185536,377526,866420,27442,2172491,565407,28501,154453,288462,350380,82178,22775,100839,23141,55323,67069,239137,1292100,624568,214844,229554,270790,461497,27380,1302219,49009,404551,113208,186744,1656083,85,206108,158909,432518,232111,65489,20859,268329,396187,102786,252359,111631,81924,18282,66978,72330,24189,493418,776822,230490,799980,266367,102820,94019,489163,105630,433391,370638,220221,91019,561776,52724,183996,65183,225087,72389,191970,243552,438531,711372,79176,41633,350405,272444,254806,38565,163904,42038,19046,217807,37540,52556,763992,271078,155066,67733,163356,18489,444068,1400866,12918,134838,478907,363665,9991,74585,257149
2018-12-25 21:26,86,153832,334863,205902,159329,301114,572748,21605,1538971,393407,22031,134007,200483,327002,61677,20833,83420,17630,47202,52112,198562,863844,480903,179567,192518,192514,369874,21270,893410,35836,264724,88964,155118,1025330,78,140859,141993,320061,193142,50533,17530,214990,272385,98682,166586,79696,71794,13541,63497,61366,14790,397115,567095,165531,604550,168349,85576,107950,631062,90832,314859,273706,165613,112585,421607,43252,106152,55357,191145,55756,146469,191562,351092,595117,57811,33282,287875,209611,146481,32330,134191,29425,15823,150599,34835,39117,511904,193926,115938,55952,110369,14216,361534,1085982,9784,95409,367813,245398,8324,52611,184361
2018-12-26 0:27,87,260386,486546,304712,217342,435010,750065,36222,2949833,720436,48610,173840,341381,452454,83018,28940,133203,21391,50868,93980,266044,1246987,655265,332578,315019,362294,550922,27136,1388660,68847,354373,151554,218671,1536926,62,228611,197196,495306,264903,117354,22669,310935,469562,167029,239044,116988,123660,19046,75767,124979,26890,499771,725861,221008,830006,258805,127196,109422,1013552,103464,518897,377916,231025,134731,591977,66539,125019,88039,305907,72510,252945,268096,479375,849722,79639,43851,390783,319945,170559,43368,214895,44822,20235,230281,49472,65814,815867,299915,179219,75143,158442,24030,526885,1459319,14316,112219,618488,433039,11015,79818,278537
2018-12-26 3:27,88,294585,409674,235591,206039,454788,696813,37519,2501685,539539,82127,166052,328476,382817,72368,26879,165193,25001,48102,125209,150891,1108438,581149,344143,257216,323390,499466,25530,1330093,60809,334091,162072,129548,1424356,38,249962,197651,291067,232280,84900,24281,281838,365659,183975,208856,105619,133932,16000,57862,76488,24452,454547,678204,207109,822310,284609,72435,93981,737421,101306,328711,357588,215176,90813,580980,62476,125135,75937,174719,57811,178581,163457,427300,713783,71623,43446,402771,282375,179583,43149,327044,41864,17141,221520,50086,82644,651686,262754,172990,77579,140836,19399,532299,1278817,12571,117807,460895,330867,13079,75870,247024
2018-12-26 6:27,89,291862,-307416,176646,238434,535417,941348,39925,2513500,461232,63503,321568,318717,442692,78425,29922,199934,23301,115314,206099,68334,1355139,648185,415643,195925,268899,432383,31027,1366047,55028,381161,166255,88125,1210693,139,226298,200213,164532,243638,86947,31265,266839,267334,218320,206639,118036,137335,14613,46011,102950,32797,451049,662037,203446,851686,323117,33922,-191251,510633,78769,156451,353758,219275,52127,601997,66813,127099,72680,63314,-41056,85354,62243,456018,714768,56342,52537,744418,291916,121478,55431,1152291,45882,20665,273062,41205,63477,545762,239147,216569,62943,110167,22253,602194,1296716,13637,131909,366079,261418,14519,62153,272859
2018-12-26 9:27,90,158145,200868,106007,197976,383056,903194,30758,1582024,309015,25729,262851,187277,391404,47582,27052,117758,18361,84370,71954,26243,973194,452288,337429,118779,165457,302227,24434,838381,27075,279190,117531,34300,776231,71,188196,123261,99365,184064,33129,16509,196603,205844,122884,123461,114115,76512,9064,28443,78019,27073,277980,512626,116302,535368,271050,14647,36123,283137,37332,106231,237725,140980,23626,378220,41441,70623,53155,25758,35944,36545,28280,376844,572329,34792,41031,483316,148025,102099,57139,951165,34614,15115,205371,24282,38678,479087,203806,195128,48675,60532,17018,542102,1104190,9532,103936,247471,185450,7961,36509,184179
2018-12-26 12:27,91,72464,109463,77236,121386,180268,569264,17202,883994,196237,12799,142895,107114,247201,29740,18399,65839,6563,41703,36671,24765,666082,282174,216269,76338,87837,201815,18793,403372,16067,185325,58120,26736,733202,64,123399,66288,82413,114802,23033,9005,120110,120444,58548,141954,73058,37582,5394,18152,38966,19806,194766,344940,103327,371564,167095,9075,18322,172744,22376,80827,159608,89211,14761,225058,18791,50661,27229,27169,27059,25659,25662,234890,364327,16133,24134,261484,102495,61041,34483,586898,23429,9793,113974,12187,25365,351945,137956,108728,29813,34990,8925,310130,664437,5969,73279,166660,130909,3865,24937,114869
2018-12-26 15:27,92,125966,341768,224122,211731,329324,958061,27997,2207915,548374,24147,188766,282236,335373,78914,26785,93227,11751,62664,55518,74529,1302020,550963,289413,157683,244932,352255,33534,1174102,27807,336318,136347,105687,2277805,94,218431,127935,371767,241772,26673,17468,252757,301885,138466,547271,130830,64955,12796,24172,53529,30662,485401,796529,374408,808373,258023,28930,25631,338494,63883,281146,348478,195898,35448,483781,35625,116393,54847,64026,58143,47865,72541,358145,614564,31547,42879,436909,224983,194410,49899,1518061,45316,20350,204811,19909,43717,861956,280722,154542,60782,66947,13152,520260,1425348,13660,171969,397409,325248,5571,70053,258419
2018-12-26 18:27,93,132865,300857,181837,188109,298224,705687,23488,1904667,420174,20760,137454,202113,276571,63786,21797,80990,11107,46910,44075,82013,1061433,483809,232398,140551,224001,289864,26035,1058019,30564,257804,112323,92296,2608632,31,171946,105630,200583,218626,28341,17913,237476,222353,165954,-81089,99221,70390,13364,28519,49032,20818,440123,675412,268967,729407,152631,33215,34869,310484,68154,213335,304535,171202,36361,467321,38307,101265,47808,111830,45192,62911,82946,286212,529963,32805,35780,333761,224883,166301,33661,931493,38475,16176,143251,25588,40823,552410,223883,106560,51630,67039,12850,420658,1223837,12843,129282,326709,255779,6540,65318,239125
2018-12-26 21:27,94,109163,147066,147404,129108,128803,302322,14949,944482,224581,15007,141213,192779,276516,36453,16921,62347,9506,36288,-228689,108314,570314,346778,118442,87035,119766,255822,15212,630434,21876,133432,81677,92600,1329299,36,131160,84349,215033,126430,43894,9627,134531,163354,86809,160231,51944,45308,9121,37041,45837,7923,288286,337145,164036,390807,108361,39493,27018,220195,36107,173139,200475,100693,33768,295534,26480,57284,40073,113053,44034,68895,119587,292858,486850,33079,25242,140469,138935,100213,24417,373339,21069,11387,76985,14771,28503,325212,144865,76205,37335,80775,9738,273077,606730,5315,67138,276778,181590,6107,35603,138329
2018-12-27 0:27,95,124548,325428,144324,129403,145016,413672,16622,1502358,391678,9979,78560,140554,268075,21773,14573,86725,9878,27659,33530,128938,693687,315489,169269,120809,127040,258218,11446,531633,40977,612188,77264,118600,753753,77,88394,71908,240404,138735,46816,18219,131067,189347,90791,172269,66894,62596,8338,34812,34820,17743,300752,384851,160897,400339,111595,49171,37014,192631,54772,202814,189595,124498,52927,332021,30179,79644,38742,188789,45221,101743,155231,273575,486243,42218,26001,231197,176776,117929,22988,368702,12799,12969,128253,29035,29100,285470,172562,81927,49757,66368,12345,204448,853976,11651,94432,297463,232156,3955,52124,157959
2018-12-27 3:27,96,398631,552220,336497,266929,809422,1003774,45661,3277640,841129,50453,276230,499223,473600,107827,35201,187044,21632,56679,465003,253703,1955532,713377,454375,410928,450128,527794,37836,1924404,77145,903864,263765,200845,3725167,132,343591,248861,496423,322872,160087,26409,450347,615018,365647,527301,152166,167741,17743,97823,128114,37411,684158,1070922,464758,1120651,343148,109055,87908,552715,133367,495500,450179,245804,83186,872162,88205,131875,216708,281937,82707,254598,301164,502360,955180,100465,51409,553199,376005,245117,52595,1027483,71857,24341,295057,47108,85602,1063130,344476,222156,103208,285836,21889,778923,1977269,18369,202632,604719,595578,14388,95730,351942
2018-12-27 6:27,97,365322,443962,226948,288431,685153,1067317,43618,2467564,515876,35568,503272,403160,513212,85990,34146,250589,23964,100882,198957,85137,1566888,689947,490042,214697,308616,475180,34218,1621099,52836,877145,190561,97295,2592524,83,288226,227581,218330,292709,39295,31138,336589,335882,352343,324551,152153,157591,13915,53215,151613,37389,538122,809699,367182,948958,367076,39904,59674,443003,88753,201792,395386,238117,42484,740148,73408,122407,228402,88844,70989,147610,100819,504838,824428,61392,57214,540690,315091,183666,68849,807700,55634,22447,311882,39845,58325,621093,319891,239388,82830,168657,24060,709113,1596920,17555,189709,398653,383511,15705,80021,312779
2018-12-27 9:27,98,158706,167798,92659,158473,329386,826473,22374,1563838,313565,12472,312964,194119,303431,36802,19885,122360,11104,69972,69220,25721,881787,350717,276638,111295,139780,216185,25264,741858,21112,379272,109082,33497,1108640,133,182451,92150,73493,139692,24467,15468,155974,158915,162175,161116,99049,65047,6533,21908,62388,26908,242052,440947,137986,465730,195457,11462,29898,167980,29909,85135,193888,109912,11851,319250,31412,62200,75891,19474,34495,40934,23458,285061,493137,25299,28461,313461,131426,84324,42931,470329,29139,13904,152627,15705,28622,328358,169179,130837,36557,62721,14734,438414,944634,8010,82925,154212,197102,6203,31844,176744
2018-12-27 12:27,99,152180,234631,124132,220235,391673,1243161,31867,2071196,432379,14617,378700,266699,403163,58557,34743,120402,12366,87359,60926,38413,1525820,485878,409498,169103,195891,278421,37489,828745,26791,517392,141140,45804,1665937,101,292209,104740,131857,199628,31323,17614,224108,228140,149701,221979,163516,76076,8631,25860,70868,41801,394128,724388,194521,682319,302351,14907,37598,223965,39236,150941,270973,162418,14909,442755,28084,103154,85104,39369,55707,53499,45776,386558,679937,27881,41449,387732,187825,110312,67584,593893,46970,19987,229247,20992,42964,672650,271660,220913,52601,83571,17232,608502,1426034,11311,119561,224952,350598,6218,47398,252227
2018-12-27 15:28,100,128234,285485,188472,187169,317972,923688,26864,2045313,537070,11978,268348,282595,332515,66456,26291,88537,10715,51236,44136,73108,1354146,512328,264794,160781,257651,305413,33094,1094663,26077,368515,144570,116235,2232830,64,252543,106430,321448,228184,23547,16863,242107,278770,125308,289531,129093,58138,10456,22535,58379,28179,469114,748380,242385,779128,227838,27929,28519,247846,52680,249930,314041,180608,18390,482177,31004,99363,87544,58112,63852,47554,73361,340816,669446,28060,37986,330401,202422,186990,48029,522615,46739,19298,194479,16363,35805,796898,280309,154416,55042,90337,14132,483973,1371046,12649,133409,319390,375971,6341,110195,253859
2018-12-27 18:27,101,155642,385076,249455,236996,331085,772146,24211,1914554,463197,11508,234265,229512,291906,63215,26677,94315,10207,48857,49351,115617,1234686,472333,268388,165583,240835,288444,27329,996968,39023,349928,167969,117310,2494073,107,211929,109404,289735,226370,26948,20537,243666,255693,138057,307236,108938,81161,12975,22658,56201,22770,484819,730291,249444,778115,171931,35899,31710,277288,64937,222131,312487,179095,23071,511682,36302,99787,85849,107266,58548,67761,100169,312314,650885,36637,36393,303076,225620,194909,34709,639657,44807,18537,156331,21757,36217,587622,229181,121524,56718,95003,14281,426325,1294794,14689,120093,301840,307227,5784,96172,262347
2018-12-27 21:28,102,153949,231730,153513,150013,258614,446902,18351,1225342,326136,12145,203826,200103,276142,42142,22639,78159,9830,37081,48051,152860,944657,362892,186581,142731,158770,241738,19191,749216,40455,223286,138812,107013,1421242,53,142881,88276,221654,161847,47435,15151,183994,189708,119163,219585,74638,62332,8328,29946,53348,20329,387893,523716,184708,559285,140592,52501,29684,257647,48032,167304,220185,127945,31029,410218,35854,69042,64548,165827,55813,126254,129742,301474,554798,43146,27727,258675,183127,138327,27666,515994,30192,14292,89229,17474,28736,394276,166343,75813,46794,90949,13607,323884,990548,9437,73709,247920,228137,5591,55856,184466
2018-12-28 0:27,103,315763,455906,284184,205257,475994,742829,29442,2388572,658595,17414,264428,380352,431569,63428,29818,147703,14799,56042,98235,281177,1367459,524889,314487,340451,308942,420495,27744,1213511,59736,287942,215940,194210,2073422,75,248790,172837,442095,220485,93267,21819,254960,388058,210094,276134,108083,111793,13376,57668,93067,24517,510559,656479,257153,734543,237576,150472,65306,359681,81519,393133,322733,186404,50260,602778,55181,95506,109703,336670,84686,266260,236910,414116,848814,70991,35178,348310,264186,194950,39671,847378,43576,19590,167288,31157,47080,721334,297264,176836,93420,125946,21009,485376,1459170,14447,133361,585243,475494,8943,88208,270304
2018-12-28 3:28,104,274044,321716,221300,159207,403454,608112,31173,1919160,492312,13792,182670,281185,304263,43847,21298,139904,15168,44422,70988,146334,1029966,436406,251936,243971,270627,325470,22222,1042100,39307,235217,184125,132063,1750363,75,255817,165583,233557,183874,54685,19880,213237,295052,158307,226290,87898,90596,10095,47215,82546,22261,371469,518484,170225,601119,221032,139709,61474,262394,72563,270684,251597,147528,35841,496732,41290,84064,83484,177392,60083,197729,146955,314780,651303,54403,27116,266218,204124,136278,35945,602495,34323,13126,168593,27464,40433,554847,218258,132749,66649,196179,13921,467632,1022993,11110,107070,423778,359253,7967,69071,200685
2018-12-28 6:28,105,394409,386008,192718,253343,554200,1084267,43267,2882092,487899,18496,504369,377151,377929,82479,35504,261930,22186,125397,95431,72095,1651649,641170,462455,241886,340863,356728,34005,1666793,50487,403324,252252,77749,2307129,116,278429,294463,158891,272579,49249,33756,313434,272353,331673,336757,151252,145527,13460,36650,127893,35610,538125,852518,310358,931553,287362,87646,69295,319603,89965,189403,356692,222038,29476,723261,67840,115859,111774,72038,57179,145830,69704,382775,652432,51262,42511,455476,305886,179072,56889,1026226,54354,22820,242702,42778,55074,577171,255032,207325,84202,-702921,22964,726325,1600222,16406,136750,392143,387726,13089,89703,336930
2018-12-28 9:28,106,232706,242424,143310,228495,361877,975308,31057,1803497,339232,14077,505097,251288,454046,48506,31536,165745,18161,114596,71994,37949,1294738,525662,381421,144684,175668,344204,29934,926137,28770,290226,163470,53823,1423060,106,283942,159907,118102,188749,37112,22139,226248,193575,205696,194481,131350,83081,9205,32568,94101,36839,346325,555412,144257,605661,264680,32145,52706,245844,38342,116895,270111,157145,19132,455620,42103,78272,68753,37016,71100,50141,36595,454178,741838,39480,38996,381630,171639,114901,54736,571998,43118,16865,169438,20264,36678,472893,236492,213122,61574,189059,19550,576401,1221414,12129,97014,328217,309680,10011,47964,216667
2018-12-28 12:28,107,114833,178569,94995,172737,260882,989533,28206,1341002,305718,6458,299744,225208,282772,43067,29298,89846,9453,68025,25533,29267,1160265,349705,312689,103214,142671,200061,30663,663158,20161,246525,155553,30617,1124719,109,243509,112433,104599,150960,19001,14964,171973,145427,100142,153767,125968,56166,6765,16072,40287,31249,302852,567926,128523,493052,235426,33994,32900,150778,51356,99409,203923,130208,10342,332372,18911,76722,47235,34439,45599,35561,34593,271607,489295,18759,30308,266817,149829,89663,50109,399028,37363,16335,132238,14570,31045,467845,202509,161599,42460,160928,12727,525178,1097714,8894,94299,292640,287450,3898,43572,198210
2018-12-28 15:28,108,105578,274026,179254,172640,239937,827776,24404,1719922,417485,6677,246697,296862,235950,55853,25485,74920,8305,51190,25590,78132,1127988,392109,211586,139095,189612,235829,26364,871819,22676,243322,182739,118620,1630192,89,233356,123584,280107,184171,18785,13901,193045,228883,78860,221005,104978,48816,7910,15865,33719,26030,407797,632509,168780,582556,216463,52608,26154,193620,108725,199104,247979,157687,13120,403026,23307,81416,51082,68267,59643,42471,80002,256608,526581,26370,29188,251961,164002,108927,39223,348833,39194,15827,132293,13253,28501,687482,238903,130134,49638,128461,12050,400912,1124480,11054,122399,368712,377570,4497,116492,208151
